Park Name,County,Park Identifier,Park Address,Fire Authority,Jurisdiction,MH Spaces,RV Lots w/Drains,RV Lots w/o Drains,Operated By
LIDO MHP,LOS ANGELES,19-1239-MP,"22404 S NORMANDIE AVE #7015, TORRANCE, CA,  90502,  (562) 842-7466","COUNTY OF LOS ANGELES , 5823 RICKENBACKER RD., COMMERCE, CA,90040,3238904226,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",28,0,0,"STARLIGHT MANAGEMENT-17, LP, 4900 SANTA ANITA AVE SUITE # 2C, EL MONTE,  CA,  91731, "
GOLDEN GATE TRAILER PARK,MARIN,21-0008-MP,"2000 REDWOOD HWY, LARKSPUR, CA,  94939,  (415) 924-0683","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",20,45,0,"GOLDEN GATE PROPERTIES LLC, 871 38TH AVE, SANTA CRUZ,  CA,  95062, "
RANCHO GRANDE MHP,MERCED,24-0044-MP,"851 E BROADWAY ST, ATWATER, CA,  95301,  (209) 358-6881","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",155,10,0,"RANCHO GRANDE INVESTORS, PO BOX 580, ORANGEVALE,  CA,  95662, "
PINE RIDGE PARK ESTATES,SHASTA,45-0175-MP,"HWY 44, 1/2 M/W OF SHINGLETOWN, SHINGLETOWN, CA,  96088,  (530) 474-3121","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",12,0,0,"MATSON, ARNOLD & AILEEN & ROGER, PO BOX 78, SHINGLETOWN,  CA,  96088, "
WHISPERING PINES ESTATES,SAN BERNARDINO,36-0530-MP,"391 MONTCLAIR, BIG BEAR CITY, CA,  92314,  (909) 987-2570","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",250,0,0,"WHISPERING PINES ESTATES, 391 MONTCLAIR, BIG BEAR CITY,  CA,  92314, "
SHANNONS MHP,SISKIYOU,47-0058-MP,"INDIAN CREEK RD, HAPPY CAMP, CA,  96039,  (530) 235-0082","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",20,0,0,"JOHNSON, DANIEL & KARA, 23471 ST ANDREWS CT, AUBURN,  CA,  95602, "
OFF THE GRID RV RANCH,LOS ANGELES,19-1549-MP,"42505 RANCH CLUB RD, LAKE ELIZABETH, CA,  93532,  (661) 724-1304","COUNTY OF LOS ANGELES , 5823 RICKENBACKER RD., COMMERCE, CA,90040,3238904226,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",0,113,0,"OFF THE GRID RV RANCH LLC, 6653 EMBARCADERO DR. SUITE # C, STOCKTON,  CA,  95219, "
METROPOLITAN ESTATES,LOS ANGELES,19-1346-MP,"16600 ORANGE AVE, PARAMOUNT, CA,  90723,  (562) 630-3937","COUNTY OF LOS ANGELES , 5823 RICKENBACKER RD., COMMERCE, CA,90040,3238904226,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",154,0,0,"VERHOEVEN, JOHN, 20805 PASEO DE LA RAMBLA, YORBA LINDA,  CA,  92887, "
TRAIL IN TP,LOS ANGELES,19-0700-MP,"14711 GARFIELD, PARAMOUNT, CA,  90723,  (310) 630-8417","COUNTY OF LOS ANGELES , 5823 RICKENBACKER RD., COMMERCE, CA,90040,3238904226,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",6,0,0,"NEUMANN, HILDE, 4561 MAROON DR, LA PALMA,  CA,  90623, "
LAMPLIGHTER CAMARILLO MOBILE HOME PARK,VENTURA,56-0153-MP,"3905 E. VIA ROSAL RD., CAMARILLO, CA,  93012,  (805) 482-4718","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","CAMARILLO, MOBILEHOME PARKS PROGRAM 601 CARMEN DRIVE,  CAMARILLO,  CA,  93010,  (805) 388-5395, MERIAUX- BUILDING OFFICIAL, RENEE",227,0,0,"LAMPLIGHTER MOBILEHOME PARK LLC, 18006 SKY PARK CIR SUITE 200, IRVINE,  CA,  92612, "
AIRPORT MOBILE HOME PARK,SANTA BARBARA,42-0067-MP,"4000 S BLOSSER R, SANTA MARIA, CA,  93454,  (805) 934-1706","SANTA BARBARA COUNTY FIRE DEPARTMENT , 4410 CATHEDRAL OAKS ROAD, SANTA BARBARA, CA,93110,8056815500,HAHN, CHRIS","SANTA MARIA, MOBILEHOME PARKS PROGRAM 110 S. PINE, #101,  SANTA MARIA,  CA,  93454,  (805) 925-0951, HAIFIMADRIGAL, ANGIEEXT241",96,0,0,"SANTA MARIA PUBLIC AIRPORT DISTRICT, 3217 TERMINAL DR, SANTA MARIA,  CA,  93455, "
RUSSIAN RIVER TP,SONOMA,49-0030-MP,"10 HEALDSBURG AVE, HEALDSBURG, CA,  95448,  (707) 431-8960","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",0,21,0,"KAISER TRUST, CHARLES & PATRICIA, 134 MADRONE AVE, LARKSPUR,  CA,  94939, "
THE 400 MOBILE ESTATES,VENTURA,56-0110-MP,"400 CRAIG DR, SANTA PAULA, CA,  93060,  (805) 525-6990","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",165,0,0,"400 MOBILE ESTATES, 400 CRAIG DRIVE, SANTA PAULA,  CA,  93060, "
RAMBLIN REDWOODS CAMPGROUND & RV PARK,DEL NORTE,08-0079-MP,"6701 HWY 101 NORTH, CRESCENT CITY, CA,  95531,  (707) 487-7404","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",21,102,0,"SKS RAMBLIN REDWOOD LLC, 6701 US HIGHWAY 101 N, CRESCENT CITY,  CA,  95531, "
CASSARETTO MP,TUOLUMNE,55-0081-MP,"11898 PONDEROSA LN, GROVELAND, CA,  95321,  (209) 962-7314","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",3,0,0,"CASSARETTO, LEONARD, PO BOX 24, GROVELAND,  CA,  95321, "
LAKESIDE TP,SAN DIEGO,37-0104-MP,"12706 LINDO LN, LAKESIDE, CA,  92040,  (619) 443-0155","undefined , undefined, undefined, undefined,undefined,undefined,","SAN DIEGO, DEPT. ENVIRONMENTAL HEALTH & QUALITY MOBILEHOME PARKS PROGRAM PO BOX 129261,  SAN DIEGO,  CA,  92112,  (619) 338-2222, ",12,0,0,"GOOD, L, 12706 LINDO LN, LAKESIDE,  CA,  92040, "
ELM GARDENS MOBILE LODGE,SAN DIEGO,37-0238-MP,"12374 MAPLEVIEW ST, LAKESIDE, CA,  92040,  (619) 443-1447","undefined , undefined, undefined, undefined,undefined,undefined,","SAN DIEGO, DEPT. ENVIRONMENTAL HEALTH & QUALITY MOBILEHOME PARKS PROGRAM PO BOX 129261,  SAN DIEGO,  CA,  92112,  (619) 338-2222, ",59,0,0,"WILLIS, C, 12374 MAPLEVIEW STREET, LAKESIDE,  CA,  92040, "
TRADEWINDS MOBILE ESTATES,KERN,15-0426-MP,"1801 20TH ST WEST, ROSAMOND, CA,  93560,  (661) 256-2838","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",146,0,0,"TPA LLC, 55 SPRINGSTOWNE CENTER #261, VALLEJO,  CA,  94591, "
LEMOORE MHP,KINGS,16-0014-MP,"18920 HANFORD ARMONA RD, LEMOORE, CA,  93245,  (559) 924-5833","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",59,0,0,"HORNSBY, MARY, 18920 HANFORD-ARMONA ROAD SPACE # 75, LEMOORE,  CA,  93245, "
CONCORD GARDENS MHP LTD,CONTRA COSTA,07-0102-MP,"3161 TERRAZA DEL SOL, CONCORD, CA,  94520,  (925) 687-1074","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",260,0,0,"CONCORD GARDENS MHP,LTD, PO BOX 11927, SANTA ANA,  CA,  92711, "
RANCHO LOS COCHES TP,SAN DIEGO,37-0735-MP,"13468 HWY 8 BUS, LAKESIDE, CA,  92040,  (619) 443-2025","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","SAN DIEGO, DEPT. ENVIRONMENTAL HEALTH & QUALITY MOBILEHOME PARKS PROGRAM PO BOX 129261,  SAN DIEGO,  CA,  92112,  (619) 338-2222, ",142,0,0,"RAMSTEAD, GEORGE, 13468 HWY 8 BUSINESS, LAKESIDE,  CA,  92040, "
BAY PINES TRAVEL TP,SAN LUIS OBISPO,40-0162-MP,"1501 QUINTANA RD, MORRO BAY, CA,  93442,  (805) 772-3223","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",0,112,0,"SMITH, LARRY, 19400 COLOMBO ST, BAKERSFIELD,  CA,  93308, "
LA SIESTA VILLAGE MHP,NAPA,28-0048-MP,"4433 SOLANO AVE, NAPA, CA,  94558,  (707) 255-2064","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",134,0,0,"MOBIFARM LLC, PO BOX 1389, ALHAMBRA,  CA,  91802, "
BOAT YARD RV PARK,YOLO,57-0047-MP,"42100 4TH ST, KNIGHTS LANDING, CA,  95645,  (530) 867-2327","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",0,38,0,"WHEELER, STEVE, 1328 6TH STREET, WOODLAND,  CA,  95695, "
BARSTOW CALICO KOA,SAN BERNARDINO,36-0579-MP,"35350 OUTER HWY 15, YERMO, CA,  92398,  (760) 254-2311","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",3,16,62,"35250 YERMO, LLC, 3250 OUTER HWY 15N, YERMO,  CA,  92398, "
MANZANITA CANYON,NAPA,28-0023-MP,"6590 KNOXVILLE RD, NAPA, CA,  94558,  (707) 966-9088","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","NAPA, MOBILEHOME PARKS PROGRAM 1195 THIRD STREET, STE 101,  NAPA,  CA,  94559,  (707) 253-4471, CLAIRE, LINDAST",0,0,10,"undefined, undefined, undefined,  undefined,  undefined, "
PANORAMA COVE MH ESTATES,RIVERSIDE,33-0433-MP,"32600 HWY 74, HEMET, CA,  92545,  (909) 734-1094","undefined , undefined, undefined, undefined,undefined,undefined,","RIVERSIDE, MOBILEHOME PARKS PROGRAM - PO BOX 7600,  RIVERSIDE,  CA,  92513,  (951) 358-5172, MERKI, DOTTIE",152,0,0,"KLEIN, JAMES, OFFICE 32600 HWY 74, HEMET,  CA,  92543, "
CIENAGA SEABREEZE PARK INC,SAN LUIS OBISPO,40-0207-MP,"2300 CIENAGA STREET, OCEANO, CA,  93445,  (805) 528-2234","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",70,0,0,"CIENAGA SEABREEZE PARK INC, 2300 CIENAGA, OCEANO,  CA,  93445, "
PARADISE RIDGE MHC,BUTTE,04-0059-MP,"6656 PENTZ RD, PARADISE, CA,  95969,  (916) 936-5450","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",54,10,0,"PARADISE RIDGE MHC LLC, 1910 TERRACINA DR # 100, SACRAMENTO,  CA,  95834, "
VINEYARD VALLEY MHP,NAPA,28-0049-MP,"290 POPE ST, SAINT HELENA, CA,  94574,  (707) 963-2725","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","NAPA, MOBILEHOME PARKS PROGRAM 1195 THIRD STREET, STE 101,  NAPA,  CA,  94559,  (707) 253-4471, CLAIRE, LINDAST",209,3,0,"VINEYARD VALLEY, 290 POPE ST., SAINT HELENA,  CA,  94574, "
SUNKIST GARDENS MHP,ORANGE,30-0452-MP,"1400 S SUNKIST PARK MAINTENANCE- MELVIN OTIS, ANAHEIM, CA,  92806,  (714) 772-3970","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",215,0,0,"STRATTON, RICHARD, 22880 SAVI RANCH PKWY, YORBA LINDA,  CA,  92887, "
LAKE PARK YORBA LINDA,ORANGE,30-0254-MP,"3700 ROSE DR, YORBA LINDA, CA,  92885,  (714) 632-1646","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","YORBA LINDA, MOBILEHOME PARKS PROGRAM 4845 CASA LOMA AVENUE,  YORBA LINDA,  CA,  92886,  (714) 961-7118, SOWERS, JIM",288,0,0,"EPM ASSOCIATES, 1055-B ORTEGA WY, PLACENTIA,  CA,  92870, "
CARQUINEZ HIGHLANDS,SOLANO,48-0062-MP,"150 SEAPORT DR, VALLEJO, CA,  94590,  (707) 644-7757","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",192,0,0,"NEWELL, JACK, 4171 SUISUN VALLEY RD STE F, FAIRFIELD,  CA,  94534, "
HERITAGE OAK GLEN MHP,SACRAMENTO,34-0169-MP,"6900 ALMOND AVE, ORANGEVALE, CA,  95662,  (916) 988-6668","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",121,0,0,"HERITAGE OAK MHP, LLC, C/O STORZ MANAGEMENT CO PO BOX 580, ORANGEVALE,  CA,  95662, "
HIDDEN ACRES MHP,LASSEN,18-0024-MP,"2965 JOHNSTONVILLE RD, SUSANVILLE, CA,  96130,  (530) 257-4520","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",101,0,0,"ALL IN PROPERTIES, LP & A AND P CAL PROPERTIES,LLC, A&P CAL PROPERTIES, LLC 5703 MCHENERY AVE, MODESTO,  CA,  95356, "
VALLEY CENTER TRAILER ESTATES,LOS ANGELES,19-1100-MP,"1111 PRICE AVE, POMONA, CA,  91767,  (909) 469-2798","COUNTY OF LOS ANGELES , 5823 RICKENBACKER RD., COMMERCE, CA,90040,3238904226,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",59,0,0,"STEEN, DICK, 1635 AVIATION BLVD, REDONDO BEACH,  CA,  90278, "
IVY TP,SAN DIEGO,37-0079-MP,"309 ORLANDO STREET, EL CAJON, CA,  92021,  (619) 444-8828","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","EL CAJON, MOBILEHOME PARKS PROGRAM 200 EAST MAIN, THIRD FLOOR,  EL CAJON,  CA,  92020,  (619) 441-1726, PAVAO, DAN",36,0,0,"undefined, undefined, undefined,  undefined,  undefined, "
THE OUTPOST,BUTTE,04-0144-MP,"7589 HUMBOLDT RD, BUTTE MEADOWS, CA,  95942,  (530) 873-3050","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",0,9,0,"PRICHARD, WILLIAM, 7589 HUMBOLDT RD, BUTTE MEADOWS,  CA,  95942, "
CANYON VIEW ESTATES,BUTTE,04-0109-MP,"5322 EDGEWOOD LN, PARADISE, CA,  95969,  (530) 877-6907","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",14,0,0,"WILLIAMS, ROBERT, PO BOX 4135, PARADISE,  CA,  95967, "
GRAD'S TRAILER PARK #3,LOS ANGELES,19-0050-MP,"4345 ROSECRANS AVE, HAWTHORNE, CA,  90250,  (310) 679-0229","COUNTY OF LOS ANGELES , 5823 RICKENBACKER RD., COMMERCE, CA,90040,3238904226,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",14,0,0,"GRAD'S TRAILER PARK'S MARTIN GRAD & SHARON BRESSLER, 19661 GREENBRIAR DR, TARZANA,  CA,  91356, "
CARSON RIVER RESORT,ALPINE,02-0004-MP,"12399 US HIGHWAY 89, MARKLEEVILLE, CA,  96120,  (530) 694-2229","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",12,0,3,"ALGER, ANGEL, PO BOX 457, MARKLEEVILLE,  CA,  96120, "
RANCHO VERDE MHP,SONOMA,49-0189-MP,"750 ROHNERT PARK EXPY, ROHNERT PARK, CA,  94928,  (707) 584-1563","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",300,0,0,"GOLDSTEIN, J. F.  JAMES & ASSOC., INC., C/O BESSIRE & CASENHISER 430 S SAN DIMAS AVE., SAN DIMAS,  CA,  91773, "
UPPER TRUCKEE CAMPGROUND,EL DORADO,09-10385-MP,"2101 HWY 50, SOUTH LAKE TAHOE, CA,  96150,  (775) 588-8722","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",0,91,0,"VERDERAME, JACK, PO BOX 11945, ZEPHYR COVE,  NV,  89448, "
GROVE SENIOR PARK,MADERA,20-0048-MP,"43555 N HWY 41, OAKHURST, CA,  93644,  (831) 393-1310","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",96,0,0,"ISHII, GALEN, 1732 FREMONT BLVD 200A, SEASIDE,  CA,  93955, "
800 ALL AMERICAN BLVD,PLACER,31-13326-MP,"ALL AMERICAN BLVD, ROSEVILLE, CA,  95678,  ","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",,,,"undefined, undefined, undefined,  undefined,  undefined, "
COLUMBIA 49ER TRAILER PARK,TUOLUMNE,55-0034-MP,"23223 ITALIAN BAR RD, COLUMBIA, CA,  95310,  (209) 532-4978","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",34,46,0,"MEISSNER, WILLIAM, PO BOX 49, COLUMBIA,  CA,  95310, "
COUNTRY WESTERN MHP,STANISLAUS,50-0081-MP,"4449 S CARPENTER RD, MODESTO, CA,  95358,  (209) 537-2959","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",47,12,0,"COUNTRY WESTERN MOBILE HOME & RV PARK LLC, 1910 TERRACINA DR. # 100, SACRAMENTO,  CA,  95834, "
COX & COX TRAILER PARK,SAN JOAQUIN,39-0017-MP,"507 1/2 E 11TH ST, TRACY, CA,  95376,  (209) 969-2955","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",14,0,0,"BREITSTEIN FAMILY LIVING TRUST, PO BOX 1631, BRENTWOOD,  CA,  94513, "
SIERRA MHP,SONOMA,49-0057-MP,"492 W SIERRA AVE, COTATI, CA,  94931,  (707) 795-5973","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",57,0,0,"CASHMAN '81 FAMILY TRUST EUGENE&GERALDINE CASHMAN, 2028 APPALOOSA DR, PETALUMA,  CA,  94954, "
PLANTATION ON THE LAKE,RIVERSIDE,33-0516-MP,"10961 DESERT LAWN DR, CALIMESA, CA,  92320,  (909) 975-4503","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",557,0,0,"PLANTATION COMPANY LLC, PO BOX 1960, NEWPORT BEACH,  CA,  92658, "
SANDY POINT MHP,FRESNO,10-0118-MP,"17600 E KINGS CANYON HWY, SANGER, CA,  93657,  (209) 787-3688","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",36,0,0,"SOUTHERN ESTATES, LLC, C/O MINH TRAN 1447 W SHIELDS AVE, FRESNO,  CA,  93705, "
GREEN ACRES MOBILE ESTATES,FRESNO,10-0102-MP,"3051 N MOSSWOOD DR, FRESNO, CA,  93722,  (888) 820-1663","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","FRESNO, CITY OF FRESNO BUSINESS TAX DIVISION 2600 FRESNO STREET,  FRESNO,  CA,  93721,  (559) 621-7500, ",112,0,0,"GREEN ACRES MH LLC, 3511 DEL PASO RD # 160147, SACRAMENTO,  CA,  95835, "
QUIET VILLAGE MHP,ORANGE,30-0178-MP,"3126 W FIRST ST, SANTA ANA, CA,  92703,  (714) 775-6774","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",103,0,0,"YOUNG, CHARLES, C/O NEWPORT PACIFIC CAPITAL COMPANY, INC 3126 W FIRST ST, SANTA ANA,  CA,  92703, "
TOWN COUNTRY VILLA,ORANGE,30-0172-MP,"3929 W FIFTH ST, SANTA ANA, CA,  92703,  (714) 554-2768","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",135,0,0,"G B MILLER CO, 1347 SAN PABLO DR, SAN MARCOS,  CA,  92078, "
RANCHO CERRITOS MHP,SANTA CRUZ,44-0151-MP,"2121 KRALJ DR, WATSONVILLE, CA,  95076,  (831) 722-5391","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",145,0,0,"GRASS VALLEY MOBILE HOME PARK LLC, 6653 EMBARCADERO DR. SUITE # C, STOCKTON,  CA,  95219, "
ANAHEIM RV PARK,ORANGE,30-0054-MP,"200 W MIDWAY DR, ANAHEIM, CA,  92805,  (714) 774-3860","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",5,127,0,"ENCORE ANAHEIM LLC, 2280 SAVI RANCH PKWY, YORBA LINDA,  CA,  92887, "
BEL AIR MOBILEHOME PARK,KINGS,16-0016-MP,"10952 HANFORD-ARMONA RD, HANFORD, CA,  93230,  (559) 582-9692","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",68,0,0,"BEL AIR MHP, C/O COCHRAN 1860 E HORSESHOE DR, CHANDLER,  AZ,  85249, "
KEYSTONE TP,SAN DIEGO,37-0100-MP,"3221 NATIONAL CITY BLVD, NATIONAL CITY, CA,  91950,  (999) 226-0607","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",93,0,0,"SOC PROPERTIES, LLC, 912 ALEEDA LANE, SANTA BARBARA,  CA,  93108, "
MORADA MHP,SAN JOAQUIN,39-0041-MP,"9454 84 N HWY 99, STOCKTON, CA,  95212,  (209) 931-0297","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",44,0,0,"MORADA MHP LLC, PO BOX 1866, OAKDALE,  CA,  95361, "
BROOKSIDE CC ESTATES,LOS ANGELES,19-1212-MP,"12700 ELLIOTT AVE, EL MONTE, CA,  91732,  (818) 448-6727","COUNTY OF LOS ANGELES , 5823 RICKENBACKER RD., COMMERCE, CA,90040,3238904226,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",421,0,0,"BROOKSIDE MHC LLC, 31200 NORTHWESTERN HIGHWAY, FARMINGTON HILLS,  MI,  48334, "
